zpid,id,lotId,imgSrc,hasImage,statusType,statusText,detailUrl,latLong,units,variableData,badgeInfo,buildingName,isBuilding,address,addressStreet,addressState,addressCity,addressZipcode,providerListingId,canSaveBuilding,has3DModel,isFeaturedListing,isSaved,list,relaxed,area,availabilityDate,baths,beds,countryCurrency,hasAdditionalAttributions,hasVideo,hdpData,isHomeRec,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,pgapt,price,sgapt,shouldShowZestimateAsPrice,unformattedPrice,zestimate,streetViewMetadataURL,streetViewURL
2069580196,2069580196,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.80085754394531,-122.43931579589844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=tUEyFPXFWoDtBwgteamtZgymeKI=",,FOR_RENT,Apartment for rent,https://www.zillow.com/b/marina-pierce-apts-san-francisco-ca-5YD8N4/,"{'latitude': 37.800858, 'longitude': -122.439316}",,"{'type': 'TIME_ON_INFO', 'text': '104 days ago', 'data': {'isFresh': False}}",,,,"Marina Pierce Apts, 3330 Pierce St #201, San Francisco, CA 94123",3330 Pierce St #201,CA,San Francisco,94123,1845q3m1w6mdv,,False,True,False,True,False,690,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2069580196, 'streetAddress': '3330 Pierce St #201', 'zipcode': '94123', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.800858, 'longitude': -122.439316, 'price': 3295.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 690.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2849, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3295.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 201'}}",False,False,False,False,False,ForRent,"$3,295/mo",For Rent,False,3295.0,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=37.80085754394531,-122.43931579589844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=JUYZzphL7avMmMpPeIDidk90WSE=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=37.80085754394531,-122.43931579589844&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=DOXYxY6W6KecZCPHmgAMQ62ib4M="
37.763786_rrc2*-rrc_122.388374,37.763786_rrc2*-rrc_122.388374,2082864153.0,https://photos.zillowstatic.com/fp/d946805f5bc102032df7f8f06aa090fe-p_e.jpg,True,FOR_RENT,The Martin,/b/the-martin-san-francisco-ca-9NK4bh/,"{'latitude': 37.763786, 'longitude': -122.388374}","[{'price': '$2,905+', 'beds': '0'}, {'price': '$3,253+', 'beds': '1'}, {'price': '$4,267+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,The Martin,True,"2051 3rd St, San Francisco, CA",2051 3rd St   Apt 505,CA,San Francisco,94107,4pz9bzt1nmyds,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.76131_rrc2*-rrc_122.43906,37.76131_rrc2*-rrc_122.43906,1002299959.0,https://photos.zillowstatic.com/fp/c9a27c2436132b115e61a5ab285f2516-p_e.jpg,True,FOR_RENT,2775 Market St,/b/2775-market-st-san-francisco-ca-5XsQ4D/,"{'latitude': 37.76131, 'longitude': -122.43906}","[{'price': '$3,095+', 'beds': '1'}, {'price': '$3,795+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,2775 Market St,True,"2775 Market St, San Francisco, CA",2775 Market St   Apt 206,CA,San Francisco,94114,3zc6fr914ugwu,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2059930703,2059930703,,https://photos.zillowstatic.com/fp/2b5fa3141581d860479905684da9c742-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/300-buchanan-san-francisco-ca-5XjW2N/,"{'latitude': 37.772835, 'longitude': -122.42696}",,"{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isFresh': False}}",,,,"300 Buchanan, 300 Buchanan St #307, San Francisco, CA 94102",300 Buchanan St #307,CA,San Francisco,94102,1rbm6ae3emc07,,False,True,False,True,False,592,2023-01-23 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2059930703, 'streetAddress': '300 Buchanan St #307', 'zipcode': '94102', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.772835, 'longitude': -122.42696, 'price': 3395.0, 'datePriceChanged': 1674892800000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 592.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$54 (Jan 28)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3395.0, 'priceChange': -54, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 307'}}",False,False,False,False,False,ForRent,"$3,395/mo",For Rent,False,3395.0,,,
37.77048_rrc2*-rrc_122.413315,37.77048_rrc2*-rrc_122.413315,2082845184.0,https://photos.zillowstatic.com/fp/142061d10db7359d878d9ffabf6fbfa6-p_e.jpg,True,FOR_RENT,HQ,/b/hq-san-francisco-ca-9NJthZ/,"{'latitude': 37.77048, 'longitude': -122.413315}","[{'price': '$2,078+', 'beds': '0'}, {'price': '$3,136+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,HQ,True,"1532 Harrison St, San Francisco, CA",1532 Harrison St   # 8,CA,San Francisco,94103,55j8kpt3dxeu2,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2081737798,2081737798,,https://photos.zillowstatic.com/fp/bcb1aa49540ee26b4e0c5103727b7c60-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/240-dolores-street-apartments-san-francisco-ca-5XjQJR/,"{'latitude': 37.765343, 'longitude': -122.42723}",,"{'type': 'TIME_ON_INFO', 'text': '2 days ago', 'data': {'isFresh': False}}",,,,"240 Dolores Street Apartments, 240 Dolores St APT 210, San Francisco, CA 94103",240 Dolores St APT 210,CA,San Francisco,94103,4m3whht0e1sb0,,False,True,False,True,False,,2023-03-04 00:00:00,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2081737798, 'streetAddress': '240 Dolores St APT 210', 'zipcode': '94103', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.765343, 'longitude': -122.42723, 'price': 2749.0, 'datePriceChanged': 1675843200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 3494, 'listing_sub_type': {}, 'priceReduction': '$360 (Feb 8)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2749.0, 'priceChange': -360, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 210'}}",False,False,False,False,False,ForRent,"$2,749/mo",For Rent,False,2749.0,,,
37.786186_rrc2*-rrc_122.41949,37.786186_rrc2*-rrc_122.41949,1001482267.0,https://photos.zillowstatic.com/fp/543fa6ee8ab136a87a86b80287300a79-p_e.jpg,True,FOR_RENT,990 Geary,/b/990-geary-san-francisco-ca-5XjSTc/,"{'latitude': 37.786186, 'longitude': -122.41949}","[{'price': '$2,295+', 'beds': '0'}, {'price': '$2,695+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,990 Geary,True,"990 Geary St, San Francisco, CA",990 Geary St   Apt 412,CA,San Francisco,94109,b5bu6z6xt89b,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.783394_rrc2*-rrc_122.41453,37.783394_rrc2*-rrc_122.41453,1008775830.0,https://photos.zillowstatic.com/fp/f2c2fa93574f1d3ee01ede3dc67c1e99-p_e.jpg,True,FOR_RENT,245 Leavenworth St.,/b/245-leavenworth-st.-san-francisco-ca-5YzSCr/,"{'latitude': 37.783394, 'longitude': -122.41453}","[{'price': '$1,545+', 'beds': '0'}, {'price': '$2,195+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,245 Leavenworth St.,True,"245 Leavenworth St, San Francisco, CA",245 Leavenworth St   Apt 41,CA,San Francisco,94102,22e2us7nsg6uf,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2091657491,2091657491,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.76670455932617,-122.43092346191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=kDbcCISahoK0r5YRzad-sw-0DEw=",,FOR_RENT,Apartment for rent,https://www.zillow.com/b/the-duboce-san-francisco-ca-9NKjGS/,"{'latitude': 37.766705, 'longitude': -122.43092}",,"{'type': 'TIME_ON_INFO', 'text': '1 day ago', 'data': {'isFresh': False}}",,,,"The Duboce, 181 Sanchez St APT 7, San Francisco, CA 94114",181 Sanchez St APT 7,CA,San Francisco,94114,3p9e4fnpxmx5k,,False,True,False,True,False,543,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2091657491, 'streetAddress': '181 Sanchez St APT 7', 'zipcode': '94114', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.766705, 'longitude': -122.43092, 'price': 3538.0, 'datePriceChanged': 1673424000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 543.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2965, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3538.0, 'priceChange': 24, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 7'}}",False,False,False,False,False,ForRent,"$3,538/mo",For Rent,False,3538.0,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=37.76670455932617,-122.43092346191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=g6HwRu8xLlRI7Pa-PXgNv-RQNwc=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=37.76670455932617,-122.43092346191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=XwnquPXijKq_UQJkZUFc1ps_Nb8="
37.78768_rrc2*-rrc_122.39269,37.78768_rrc2*-rrc_122.39269,1041890691.0,https://photos.zillowstatic.com/fp/2120f2a80eb2db4d446c2afaf5fa0032-p_e.jpg,True,FOR_RENT,333 Fremont,/b/333-fremont-san-francisco-ca-5gjwKL/,"{'latitude': 37.78768, 'longitude': -122.39269}","[{'price': '$3,038+', 'beds': '1'}, {'price': '$4,934+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': None}",,333 Fremont,True,"333 Fremont St, San Francisco, CA",333 Fremont St   Apt 607,CA,San Francisco,94105,1tvajd3htcteh,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.768284_rrc2*-rrc_122.42714,37.768284_rrc2*-rrc_122.42714,1004780665.0,https://photos.zillowstatic.com/fp/d86bc6d06005cd6e82e21dbd3249503c-p_e.jpg,True,FOR_RENT,38 Dolores,/b/38-dolores-san-francisco-ca-5YJVFs/,"{'latitude': 37.768284, 'longitude': -122.42714}","[{'price': '$3,469+', 'beds': '1'}, {'price': '$3,943+', 'beds': '2'}, {'price': '$7,555+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,38 Dolores,True,"38 Dolores St, San Francisco, CA",38 Dolores St   # 705,CA,San Francisco,94103,4v8jqgcx7xq3t,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.779156_rrc2*-rrc_122.4333,37.779156_rrc2*-rrc_122.4333,2082955334.0,https://photos.zillowstatic.com/fp/488702b2d600235c745faf872bea2ef1-p_e.jpg,True,FOR_RENT,1395 Golden Gate Ave,/b/1395-golden-gate-ave-san-francisco-ca-9NKqZX/,"{'latitude': 37.779156, 'longitude': -122.4333}","[{'price': '$2,595+', 'beds': '1'}, {'price': '$3,695+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1395 Golden Gate Ave,True,"1395 Golden Gate Ave, San Francisco, CA",1395 Golden Gate Ave  # 103,CA,San Francisco,94115,34n9r17k0b5p6,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.792664_rrc2*-rrc_122.41468,37.792664_rrc2*-rrc_122.41468,1001488757.0,https://photos.zillowstatic.com/fp/6f725d1c859277eecdcbac9a371ef410-p_e.jpg,True,FOR_RENT,Nob Hill Tower,/b/nob-hill-tower-san-francisco-ca-5XjWC5/,"{'latitude': 37.792664, 'longitude': -122.41468}","[{'price': '$3,095+', 'beds': '1'}, {'price': '$4,497+', 'beds': '2'}, {'price': '$7,685+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,Nob Hill Tower,True,"1221 Jones St, San Francisco, CA",1221 Jones St   Penthouse B3,CA,San Francisco,94109,2bk8twmdjf6a1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78854_rrc2*-rrc_122.416176,37.78854_rrc2*-rrc_122.416176,1001539566.0,https://photos.zillowstatic.com/fp/ebc269f6b9992a02e9986fc15c3b63bb-p_e.jpg,True,FOR_RENT,952 Sutter St.,/b/952-sutter-st.-san-francisco-ca-5XjxLz/,"{'latitude': 37.78854, 'longitude': -122.416176}","[{'price': '$2,295+', 'beds': '0'}, {'price': '$2,195+', 'beds': '1'}, {'price': '$4,375+', 'beds': '2'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,952 Sutter St.,True,"952 Sutter St, San Francisco, CA",952 Sutter St   Apt 504,CA,San Francisco,94109,hmp86nh3wwwe,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.769756_rrc2*-rrc_122.429634,37.769756_rrc2*-rrc_122.429634,1001466681.0,https://photos.zillowstatic.com/fp/8571f69d9a4677d70fc51ba387e2ae2d-p_e.jpg,True,FOR_RENT,400 Duboce,/b/400-duboce-san-francisco-ca-5XjKzX/,"{'latitude': 37.769756, 'longitude': -122.429634}","[{'price': '$2,695+', 'beds': '0'}, {'price': '$3,895+', 'beds': '2'}, {'price': '$4,195+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,400 Duboce,True,"400 Duboce Ave, San Francisco, CA",400 Duboce Ave  # 215,CA,San Francisco,94117,2q2m77w17qu21,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.762028_rrc2*-rrc_122.38932,37.762028_rrc2*-rrc_122.38932,2082871614.0,https://photos.zillowstatic.com/fp/65229aad71368a1b307220daa14ff688-p_e.jpg,True,FOR_RENT,777 Tenn,/b/777-tenn-san-francisco-ca-9NK7hy/,"{'latitude': 37.762028, 'longitude': -122.38932}","[{'price': '$2,967+', 'beds': '0'}, {'price': '$3,600+', 'beds': '1'}, {'price': '$4,490+', 'beds': '2'}, {'price': '$5,765+', 'beds': '3'}]","{'type': 'TIME_ON_INFO', 'text': None}",,777 Tenn,True,"777 Tennessee St, San Francisco, CA",777 Tennessee St   # 509,CA,San Francisco,94107,d3jt7p5du5t1,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.793373_rrc2*-rrc_122.41834,37.793373_rrc2*-rrc_122.41834,1001482399.0,https://photos.zillowstatic.com/fp/4de267f0ff676dd6a8828513da2b5f2d-p_e.jpg,True,FOR_RENT,1369 Hyde,/b/1369-hyde-san-francisco-ca-5XjSXK/,"{'latitude': 37.793373, 'longitude': -122.41834}","[{'price': '$4,125+', 'beds': '1'}, {'price': '$4,295+', 'beds': '2'}, {'price': '$6,195+', 'beds': '3'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,1369 Hyde,True,"1369 Hyde St, San Francisco, CA",1369 Hyde St   Apt 5,CA,San Francisco,94109,2k6mkw1argqux,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.779686_rrc2*-rrc_122.39257,37.779686_rrc2*-rrc_122.39257,1001427194.0,https://photos.zillowstatic.com/fp/f9c20837177d85bb8a7d043cf7e02890-p_e.jpg,True,FOR_RENT,Arc Light,/b/arc-light-san-francisco-ca-5XhzXg/,"{'latitude': 37.779686, 'longitude': -122.39257}","[{'price': '$2,431+', 'beds': '0'}, {'price': '$2,942+', 'beds': '1'}, {'price': '$3,540+', 'beds': '2'}]","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}","{'type': 'INCOME_RESTRICTED', 'text': 'Income Restricted'}",Arc Light,True,"21 Clarence Pl, San Francisco, CA",21 Clarence Pl   # 401,CA,San Francisco,94107,1kq47xdwp0160,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2060330216,2060330216,,https://photos.zillowstatic.com/fp/cc0ee7d3d547adbc83a51ddd98cc3f2b-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/union-hyde-apts-san-francisco-ca-5YD4V3/,"{'latitude': 37.799072, 'longitude': -122.4189}",,"{'type': 'TIME_ON_INFO', 'text': '49 days ago', 'data': {'isFresh': False}}",,,,"Union-Hyde Apts, 1960 Hyde St APT 5, San Francisco, CA 94109",1960 Hyde St APT 5,CA,San Francisco,94109,343ds52hkxd9f,,False,True,False,True,False,380,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2060330216, 'streetAddress': '1960 Hyde St APT 5', 'zipcode': '94109', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.799072, 'longitude': -122.4189, 'price': 2195.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 380.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2195.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 5'}}",False,False,False,False,False,ForRent,"$2,195/mo",For Rent,False,2195.0,,,
2059812389,2059812389,,https://photos.zillowstatic.com/fp/7bd27441937be0e48c9b1cd2ef2bdd75-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/845-california-san-francisco-ca-5XjSFD/,"{'latitude': 37.79195, 'longitude': -122.40814}",,"{'type': 'TIME_ON_INFO', 'text': '13 days ago', 'data': {'isFresh': False}}",,,,"845 California, 845 California St #206, San Francisco, CA 94108",845 California St #206,CA,San Francisco,94108,5cgbnswpj9aj8,,False,True,False,True,False,545,2023-01-26 00:00:00,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2059812389, 'streetAddress': '845 California St #206', 'zipcode': '94108', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.79195, 'longitude': -122.40814, 'price': 2995.0, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 545.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2995.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 206'}}",False,False,False,False,False,ForRent,"$2,995/mo",For Rent,False,2995.0,,,
2060278200,2060278200,,https://photos.zillowstatic.com/fp/11fb5ba708f81bfbbc68b3211d5554f5-p_e.jpg,True,FOR_RENT,Apartment for rent,https://www.zillow.com/b/2350-union-st.-san-francisco-ca-5XqDrL/,"{'latitude': 37.797047, 'longitude': -122.43806}",,"{'type': 'TIME_ON_INFO', 'text': '17 days ago', 'data': {'isFresh': False}}",,,,"2350 Union St., 2350 Union St #C, San Francisco, CA 94123",2350 Union St #C,CA,San Francisco,94123,4fjjhdawkhyts,,False,True,False,True,False,397,,1.0,1.0,$,False,False,"{'homeInfo': {'zpid': 2060278200, 'streetAddress': '2350 Union St #C', 'zipcode': '94123', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.797047, 'longitude': -122.43806, 'price': 2695.0, 'datePriceChanged': 1674547200000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 397.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2695.0, 'priceChange': 20, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# C'}}",False,False,False,False,False,ForRent,"$2,695/mo",For Rent,False,2695.0,,,
2109076561,2109076561,,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=37.80110549926758,-122.44275665283203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=iqVs-7p1Ynt5pLYGFubj7p1Q_yw=",,FOR_RENT,Apartment for rent,https://www.zillow.com/b/the-franciscan-apartments-san-francisco-ca-5XqXbW/,"{'latitude': 37.801105, 'longitude': -122.44276}",,"{'type': 'TIME_ON_INFO', 'text': '100 days ago', 'data': {'isFresh': False}}",,,,"The Franciscan Apartments, 2290 Francisco St APT 103, San Francisco, CA 94123",2290 Francisco St APT 103,CA,San Francisco,94123,4c1r0hsxqwttd,,False,True,False,True,False,530,,1.0,0.0,$,False,False,"{'homeInfo': {'zpid': 2109076561, 'streetAddress': '2290 Francisco St APT 103', 'zipcode': '94123', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.801105, 'longitude': -122.44276, 'price': 2895.0, 'datePriceChanged': 1667980800000, 'bathrooms': 1.0, 'bedrooms': 0.0, 'livingArea': 530.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2549, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2895.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 103'}}",False,False,False,False,False,ForRent,"$2,895/mo",For Rent,False,2895.0,,"https://maps.googleapis.com/maps/api/streetview/metadata?location=37.80110549926758,-122.44275665283203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=CQ3_YgbYOW9d5mtDFHFccHzI6cM=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=37.80110549926758,-122.44275665283203&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Eim6UXYDOMr7U2SYQ3a3Kf3RpRI="
37.777885_rrc2*-rrc_122.39733,37.777885_rrc2*-rrc_122.39733,1002208470.0,https://photos.zillowstatic.com/fp/49aece0a1842c6f250ccb54d07d1f990-p_e.jpg,True,FOR_RENT,Bennett Lofts,/b/bennett-lofts-san-francisco-ca-5Xrcx6/,"{'latitude': 37.777885, 'longitude': -122.39733}","[{'price': '$2,383+', 'beds': '0'}, {'price': '$2,815+', 'beds': '1'}]","{'type': '3D_HOME', 'text': '3D Tour'}",,Bennett Lofts,True,"530 Brannan St, San Francisco, CA",530 Brannan St   # 42-108,CA,San Francisco,94107,4n4jzh22kquky,True,True,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.78375_rrc2*-rrc_122.41956,37.78375_rrc2*-rrc_122.41956,1001478442.0,https://photos.zillowstatic.com/fp/d4e9e073759be763960f271c9a758f09-p_e.jpg,True,FOR_RENT,"Studio, 244 sqft, $895",/b/743-polk-street-san-francisco-ca-5XjQtY/,"{'latitude': 37.78375, 'longitude': -122.41956}","[{'price': '$895+', 'beds': '0'}]","{'type': 'TIME_ON_INFO', 'text': None}",,"Studio, 244 sqft, $895",True,"743 Polk St, San Francisco, CA",743 Polk St   # 11370010,CA,San Francisco,94109,2nnvu416f5kp3,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
37.731792_rrc2*-rrc_122.39897,37.731792_rrc2*-rrc_122.39897,2083056446.0,https://photos.zillowstatic.com/fp/3e96006964c73313b49f1570ef45e8c7-p_e.jpg,True,FOR_RENT,536 Thornton Avenue,/b/536-thornton-avenue-san-francisco-ca-9NLgh4/,"{'latitude': 37.731792, 'longitude': -122.39897}","[{'price': '$2,395+', 'beds': '1'}]","{'type': 'TIME_ON_INFO', 'text': None}",,536 Thornton Avenue,True,"536 Thornton Ave, San Francisco, CA",536 Thornton Ave  # 2,CA,San Francisco,94124,44gb9a4npzd8q,True,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
15176575,15176575,,https://photos.zillowstatic.com/fp/29b2218bf3fe62ec67eb69245fffca0f-p_e.jpg,True,FOR_RENT,House for rent,https://www.zillow.com/homedetails/848-Edinburgh-St-San-Francisco-CA-94112/15176575_zpid/,"{'latitude': 37.716118, 'longitude': -122.43621}",,"{'type': 'TIME_ON_INFO', 'text': '17 hours ago', 'data': {'isFresh': True}}",,,,"848 Edinburgh St, San Francisco, CA 94112",848 Edinburgh St,CA,San Francisco,94112,34160p4k05wu5,,False,True,False,True,False,680,,1.0,2.0,$,False,False,"{'homeInfo': {'zpid': 15176575, 'streetAddress': '848 Edinburgh St', 'zipcode': '94112', 'city': 'San Francisco', 'state': 'CA', 'latitude': 37.716118, 'longitude': -122.43621, 'price': 2290.0, 'datePriceChanged': 1666940400000, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 680.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1064100, 'rentZestimate': 2600, 'listing_sub_type': {}, 'priceReduction': '', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2290.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 484216.0}}",False,False,False,False,False,ForRent,"$2,290/mo",For Rent,False,2290.0,1064100,,
