zpid,id,providerListingId,imgSrc,hasImage,detailUrl,statusType,statusText,countryCurrency,price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,isUndisclosedAddress,beds,baths,area,latLong,isZillowOwned,variableData,badgeInfo,isSaved,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,zestimate,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,availabilityDate,list,relaxed,buildingName,canSaveBuilding,isBuilding,lotId,units,streetViewMetadataURL,streetViewURL,best_deal
30.40037_rrc2*-rrc_97.725136,30.40037_rrc2*-rrc_97.725136,4tzm3hjsud0ca,https://photos.zillowstatic.com/fp/dc707aeef8af1221f3c9c9929c1e0fd6-p_e.jpg,True,/b/griffis-at-the-domain-austin-tx-9VnP5n/,FOR_RENT,Griffis at The Domain,,,,"3210 Esperanza Xing, Austin, TX",3210 Esperanza Xing # 5113,Austin,TX,78758,,,,,"{'latitude': 30.40037, 'longitude': -97.725136}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Griffis at The Domain,True,True,2120198433.0,"[{'price': '$1,403+', 'beds': '0'}, {'price': '$1,488+', 'beds': '1'}, {'price': '$2,244+', 'beds': '2'}]",,,
30.429852_rrc2*-rrc_97.69842,30.429852_rrc2*-rrc_97.69842,1b42zhnqmxpyh,https://photos.zillowstatic.com/fp/18a2e142806bf599969b63c9f8e5fed4-p_e.jpg,True,/b/windsor-ridge-austin-tx-9LRsJF/,FOR_RENT,Windsor Ridge,,,,"3001 Scofield Ridge Pkwy, Austin, TX",3001 Scofield Ridge Pkwy # 5206,Austin,TX,78727,,,,,"{'latitude': 30.429852, 'longitude': -97.69842}",,"{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,False,,,,,0,,False,,,,True,,True,False,Windsor Ridge,True,True,2072135727.0,"[{'price': '$1,415+', 'beds': '1'}, {'price': '$2,035+', 'beds': '2'}]",,,
30.2526_rrc2*-rrc_97.69382,30.2526_rrc2*-rrc_97.69382,yv0cyx1vvenp,https://photos.zillowstatic.com/fp/8f30b5a3179ec0e1cfd287f5d847389d-p_e.jpg,True,/b/nexus-east-austin-tx-9LRQ9N/,FOR_RENT,Nexus East,,,,"720 Airport Blvd, Austin, TX",720 Airport Blvd # 1216,Austin,TX,78702,,,,,"{'latitude': 30.2526, 'longitude': -97.69382}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Nexus East,True,True,2072082569.0,"[{'price': '$1,436+', 'beds': '1'}, {'price': '$2,378+', 'beds': '2'}]",,,
30.46188_rrc2*-rrc_97.75728,30.46188_rrc2*-rrc_97.75728,4m0wup6xzg3pf,https://photos.zillowstatic.com/fp/b600d50b8b08abb36a8b553888b6dc89-p_e.jpg,True,/b/the-royce-at-8100-austin-tx-65W4F9/,FOR_RENT,The Royce at 8100,,,,"8100 Anderson Mill Rd, Austin, TX",8100 Anderson Mill Rd   Apt 2203,Austin,TX,78729,,,,,"{'latitude': 30.46188, 'longitude': -97.75728}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,The Royce at 8100,True,True,1150141972.0,"[{'price': '$1,429+', 'beds': '1'}, {'price': '$1,949+', 'beds': '2'}]",,,
30.236977_rrc2*-rrc_97.871414,30.236977_rrc2*-rrc_97.871414,25h6ffcc5e57t,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.236976623535156,-97.87141418457031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ZrcN9Sbh9kzwsqw4Q8ptcSNjRNk=",,/b/the-shiloh-austin-tx-ByLSVk/,FOR_RENT,The Shiloh,,,,"6811 Old Bee Caves Rd, Austin, TX",6811 Old Bee Caves Rd   # 1303,Austin,TX,78735,,,,,"{'latitude': 30.236977, 'longitude': -97.871414}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,The Shiloh,True,True,2532684057.0,"[{'price': '$1,472+', 'beds': '0'}, {'price': '$1,613+', 'beds': '1'}, {'price': '$1,956+', 'beds': '2'}]","https://maps.googleapis.com/maps/api/streetview/metadata?location=30.236976623535156,-97.87141418457031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TCs4Ks74qL9YtqBHhiFlbxAe4_s=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.236976623535156,-97.87141418457031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=seC-Fzq1cdNz-OlnWK8Do_mWHO8=",
30.412535_rrc2*-rrc_97.695335,30.412535_rrc2*-rrc_97.695335,17ucbct0yvfyz,https://photos.zillowstatic.com/fp/41d585d71ce7fef931d574ce48cc444a-p_e.jpg,True,/b/renaissance-at-north-bend-austin-tx-5XhtBn/,FOR_RENT,Renaissance at North Bend,,,,"12345 Lamplight Village Ave, Austin, TX",12345 Lamplight Village Ave  # 422,Austin,TX,78758,,,,,"{'latitude': 30.412535, 'longitude': -97.695335}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Renaissance at North Bend,True,True,1001414312.0,"[{'price': '$1,199+', 'beds': '1'}, {'price': '$1,701+', 'beds': '2'}, {'price': '$2,216+', 'beds': '3'}]",,,
30.206198_rrc2*-rrc_97.8646,30.206198_rrc2*-rrc_97.8646,4zzvx6pcvq8b4,https://photos.zillowstatic.com/fp/34408615a6d037fe0cb04f9f8b3328dc-p_e.jpg,True,/b/maa-western-oaks-austin-tx-5Xht5k/,FOR_RENT,MAA Western Oaks,,,,"8801 La Cresada Dr, Austin, TX",8801 La Cresada Dr   # 111132,Austin,TX,78749,,,,,"{'latitude': 30.206198, 'longitude': -97.8646}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,MAA Western Oaks,True,True,1001414065.0,"[{'price': '$1,463+', 'beds': '1'}, {'price': '$1,753+', 'beds': '2'}, {'price': '$2,523+', 'beds': '3'}]",,,
30.229067_rrc2*-rrc_97.720375,30.229067_rrc2*-rrc_97.720375,j8d31v7pkyex,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.229066848754883,-97.72037506103516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=nO4-JOdFqLOx49w8iq6B-TpejGE=",,/b/the-patten-austin-tx-5Xht4y/,FOR_RENT,The Patten,,,,"2207 Wickersham Ln, Austin, TX",2207 Wickersham Ln   # 1313,Austin,TX,78741,,,,,"{'latitude': 30.229067, 'longitude': -97.720375}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,The Patten,True,True,1001414027.0,"[{'price': '$1,090+', 'beds': '1'}, {'price': '$1,535+', 'beds': '2'}]","https://maps.googleapis.com/maps/api/streetview/metadata?location=30.229066848754883,-97.72037506103516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=kd9EU1-mnwr34dDaaoRm_sdMpvI=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.229066848754883,-97.72037506103516&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=RRHx02p68odvEBZHoiJs1muu_bo=",
30.218279_rrc2*-rrc_97.70717,30.218279_rrc2*-rrc_97.70717,2qre7wymdhj0p,https://photos.zillowstatic.com/fp/75c6f30a5623d42bbf1dde63cabb707b-p_e.jpg,True,/b/the-monroe-austin-tx-9LSQZn/,FOR_RENT,The Monroe,,,,"2511 Montopolis Dr, Austin, TX",2511 Montopolis Dr   Apt 245,Austin,TX,78741,,,,,"{'latitude': 30.218279, 'longitude': -97.70717}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,The Monroe,True,True,2072201267.0,"[{'price': '$1,500+', 'beds': '1'}, {'price': '$2,160+', 'beds': '2'}]",,,
30.261711_rrc2*-rrc_97.69318,30.261711_rrc2*-rrc_97.69318,1vxxn5vvt7szb,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.26171112060547,-97.69317626953125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ihVKgWHDIMdLo1ChgYTZT5rxuKA=",,/b/trailhead-austin-tx-BhgdJz/,FOR_RENT,Trailhead,,,,"1120 Shady Ln, Austin, TX",1120 Shady Ln   # 1324,Austin,TX,78721,,,,,"{'latitude': 30.261711, 'longitude': -97.69318}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Trailhead,True,True,2459762808.0,"[{'price': '$1,554+', 'beds': '0'}, {'price': '$1,640+', 'beds': '1'}, {'price': '$2,568+', 'beds': '2'}]","https://maps.googleapis.com/maps/api/streetview/metadata?location=30.26171112060547,-97.69317626953125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=fseFys_j2QbqKe_Bh3RnlKGJkLo=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.26171112060547,-97.69317626953125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0WF06mHh2zEtEWo_07wC2xkH_7k=",
30.366459_rrc2*-rrc_97.74495,30.366459_rrc2*-rrc_97.74495,ekw63cp3xxwt,https://photos.zillowstatic.com/fp/f0f70c6b74e66eed68b231c3d0f4d717-p_e.jpg,True,/b/bridge-at-terracina-austin-tx-5Xk5YJ/,FOR_RENT,Bridge at Terracina,,,,"8100 N Mopac Expy, Austin, TX",8100 N  Mopac Expy # 6234,Austin,TX,78759,,,,,"{'latitude': 30.366459, 'longitude': -97.74495}",,"{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,False,,,,,0,,False,,,,True,,True,False,Bridge at Terracina,True,True,1001554477.0,"[{'price': '$1,239+', 'beds': '1'}, {'price': '$1,629+', 'beds': '2'}]",,,
30.394724_rrc2*-rrc_97.72287,30.394724_rrc2*-rrc_97.72287,428rx794set7t,https://photos.zillowstatic.com/fp/e40f96128cea3662d4cffeb601571391-p_e.jpg,True,/b/the-bowen-austin-tx-ByFZhr/,FOR_RENT,The Bowen,,,,"3000 Gracie Kiltz Ln, Austin, TX",3000 Gracie Kiltz Ln   # 317,Austin,TX,78758,,,,,"{'latitude': 30.394724, 'longitude': -97.72287}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,The Bowen,True,True,2532110713.0,"[{'price': '$2,174+', 'beds': '1'}, {'price': '$3,530+', 'beds': '2'}]",,,
30.394287_rrc2*-rrc_97.82618,30.394287_rrc2*-rrc_97.82618,50rv6749krdys,https://photos.zillowstatic.com/fp/337c98aaa35a30bdb8a0cdde58a1ed48-p_e.jpg,True,/b/promesa-austin-tx-5Xht73/,FOR_RENT,Promesa,,,,"9415 McNeil Dr, Austin, TX",9415 McNeil Dr   # 921,Austin,TX,78750,,,,,"{'latitude': 30.394287, 'longitude': -97.82618}",,"{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,False,,,,,0,,False,,,,True,,True,False,Promesa,True,True,1001414128.0,"[{'price': '$1,282+', 'beds': '1'}, {'price': '$1,811+', 'beds': '2'}, {'price': '$2,447+', 'beds': '3'}]",,,
30.399235_rrc2*-rrc_97.75476,30.399235_rrc2*-rrc_97.75476,wzpmp1v0bwft,https://photos.zillowstatic.com/fp/d870df11742f4c852106ec236141ba98-p_e.jpg,True,/b/hardrock-canyon-austin-tx-5Xht4Y/,FOR_RENT,Hardrock Canyon,,,,"10300 Jollyville Rd, Austin, TX",10300 Jollyville Rd   Apt 1215,Austin,TX,78759,,,,,"{'latitude': 30.399235, 'longitude': -97.75476}",,"{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,False,,,,,0,,False,,,,True,,True,False,Hardrock Canyon,True,True,1001414007.0,"[{'price': '$1,575+', 'beds': '1'}, {'price': '$1,810+', 'beds': '2'}]",,,
30.408937_rrc2*-rrc_97.84995,30.408937_rrc2*-rrc_97.84995,yq2fqtj2vud6,https://photos.zillowstatic.com/fp/1b0e84bcc0f377f83fcc6003a21dcb2e-p_e.jpg,True,/b/ellwood-at-lake-travis-austin-tx-BpdHPG/,FOR_RENT,Ellwood at Lake Travis,,,,"7655 Ranch Rd N, Austin, TX",7655 Ranch Rd   N  # L0713,Austin,TX,78745,,,,,"{'latitude': 30.408937, 'longitude': -97.84995}",,"{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,False,,,,,0,,False,,,,True,,True,False,Ellwood at Lake Travis,True,True,2488308506.0,"[{'price': '$1,310+', 'beds': '1'}, {'price': '$1,495+', 'beds': '2'}]",,,
30.16286_rrc2*-rrc_97.828094,30.16286_rrc2*-rrc_97.828094,ehqx3gz7q9qs,https://photos.zillowstatic.com/fp/ca1f0f6bcb53f0c79fd28e9a729e3521-p_e.jpg,True,/b/saddle-creek-apartments-austin-tx-5Xht9t/,FOR_RENT,Saddle Creek Apartments,,,,"10801 Old Manchaca Rd, Austin, TX",10801 Old Manchaca Rd   Apt 205,Austin,TX,78748,,,,,"{'latitude': 30.16286, 'longitude': -97.828094}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Saddle Creek Apartments,True,True,1001414268.0,"[{'price': '$1,285+', 'beds': '1'}, {'price': '$1,555+', 'beds': '2'}]",,,
30.401136_rrc2*-rrc_97.70123,30.401136_rrc2*-rrc_97.70123,11fydndtt65g3,https://photos.zillowstatic.com/fp/32f2959c82b9acb45f35ba91df1b76b4-p_e.jpg,True,/b/madison-northridge-austin-tx-5XhszT/,FOR_RENT,Madison Northridge,,,,"12001 Metric Blvd, Austin, TX",12001 Metric Blvd # 316,Austin,TX,78758,,,,,"{'latitude': 30.401136, 'longitude': -97.70123}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Madison Northridge,True,True,1001413856.0,"[{'price': '$1,210+', 'beds': '1'}, {'price': '$1,525+', 'beds': '2'}]",,,
30.369059_rrc2*-rrc_97.794106,30.369059_rrc2*-rrc_97.794106,hywr3ewrndxu,https://photos.zillowstatic.com/fp/66a1d759574b33b9d420fa78c3a9e7f4-p_e.jpg,True,/b/10x-living-at-grandview-austin-tx-5Xht26/,FOR_RENT,10x Living at Grandview,,,,"6500 Champion Grandview Way, Austin, TX",6500 Champion Grandview Way  Apt 8307,Austin,TX,78750,,,,,"{'latitude': 30.369059, 'longitude': -97.794106}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,10x Living at Grandview,True,True,1001413886.0,"[{'price': '$1,478+', 'beds': '1'}, {'price': '$1,681+', 'beds': '2'}, {'price': '$2,259+', 'beds': '3'}]",,,
30.225632_rrc2*-rrc_97.70573,30.225632_rrc2*-rrc_97.70573,r3t0u1muany0,https://photos.zillowstatic.com/fp/7c2700d9ce43f898026f532b09323193-p_e.jpg,True,/b/henley-riverside-austin-tx-BPFXR9/,FOR_RENT,Henley Riverside,,,,"6107 E Riverside Dr, Austin, TX",6107 E  Riverside Dr   Apt 484,Austin,TX,78741,,,,,"{'latitude': 30.225632, 'longitude': -97.70573}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Henley Riverside,True,True,2370690812.0,"[{'price': '$1,526+', 'beds': '1'}, {'price': '$2,245+', 'beds': '2'}]",,,
30.357134_rrc2*-rrc_97.67102,30.357134_rrc2*-rrc_97.67102,45zv321f0ww4z,https://photos.zillowstatic.com/fp/047f8006894fdb372f29f255cb535926-p_e.jpg,True,/b/paloma-austin-tx-C723Kd/,FOR_RENT,Paloma,,,,"9911 Dessau Rd, Austin, TX",9911 Dessau Rd   # 8304,Austin,TX,78754,,,,,"{'latitude': 30.357134, 'longitude': -97.67102}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Paloma,True,True,2571104413.0,"[{'price': '$4,400+', 'beds': '2'}, {'price': '$1,789+', 'beds': '2'}]",,,
30.202974_rrc2*-rrc_97.77072,30.202974_rrc2*-rrc_97.77072,26vreu4p2zqgj,https://photos.zillowstatic.com/fp/4d57623ab89a1928ce786bf73e28411e-p_e.jpg,True,/b/griffis-soco-austin-austin-tx-5Xht3g/,FOR_RENT,Griffis SoCo Austin,,,,"500 E Stassney Ln, Austin, TX",500 E  Stassney Ln   # 831,Austin,TX,78745,,,,,"{'latitude': 30.202974, 'longitude': -97.77072}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Griffis SoCo Austin,True,True,1001413964.0,"[{'price': '$1,402+', 'beds': '1'}, {'price': '$1,652+', 'beds': '2'}]",,,
30.256556_rrc2*-rrc_97.79587,30.256556_rrc2*-rrc_97.79587,2fwdbx2vqtwn,https://photos.zillowstatic.com/fp/081617a25cb50de5b6586fd0f11ed161-p_e.jpg,True,/b/barton-creek-landing-austin-tx-5Xhsxt/,FOR_RENT,Barton Creek Landing,,,,"2800 Bartons Bluff Ln, Austin, TX",2800 Bartons Bluff Ln   Apt 1407,Austin,TX,78746,,,,,"{'latitude': 30.256556, 'longitude': -97.79587}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Barton Creek Landing,True,True,1001413778.0,"[{'price': '$1,527+', 'beds': '1'}, {'price': '$1,945+', 'beds': '2'}]",,,
30.435085_rrc2*-rrc_97.69805,30.435085_rrc2*-rrc_97.69805,3t2qn441cceun,https://photos.zillowstatic.com/fp/2e70549a03974637b2fb9d4b74213642-p_e.jpg,True,/b/the-olivine-austin-tx-5Xht6H/,FOR_RENT,The Olivine,,,,"3201 Century Park Blvd, Austin, TX",3201 Century Park Blvd # 1215,Austin,TX,78727,,,,,"{'latitude': 30.435085, 'longitude': -97.69805}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,The Olivine,True,True,1001414091.0,"[{'price': '$1,347+', 'beds': '1'}, {'price': '$1,686+', 'beds': '2'}]",,,
30.171335_rrc2*-rrc_97.80453,30.171335_rrc2*-rrc_97.80453,2m81a6krcdt9b,https://photos.zillowstatic.com/fp/cea5906b50fa0685e8076cef6afe4c1e-p_e.jpg,True,/b/camden-shadow-brook-austin-tx-5Xht2F/,FOR_RENT,Camden Shadow Brook,,,,"811 W Slaughter Ln, Austin, TX",811 W  Slaughter Ln   # 1406,Austin,TX,78748,,,,,"{'latitude': 30.171335, 'longitude': -97.80453}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Camden Shadow Brook,True,True,1001413893.0,"[{'price': '$1,419+', 'beds': '1'}, {'price': '$1,619+', 'beds': '2'}, {'price': '$1,999+', 'beds': '3'}]",,,
30.365108_rrc2*-rrc_97.73073,30.365108_rrc2*-rrc_97.73073,22jvgerucz088,https://photos.zillowstatic.com/fp/81b943292a698457ca31d3a62955f189-p_e.jpg,True,/b/abbey-road-austin-tx-5XhstQ/,FOR_RENT,Abbey Road,,,,"2601 Penny Lane 1, Austin, TX",2601 Penny Lane 1 # ABB-134,Austin,TX,78757,,,,,"{'latitude': 30.365108, 'longitude': -97.73073}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Abbey Road,True,True,1001413608.0,"[{'price': '$1,267+', 'beds': '1'}, {'price': '$1,526+', 'beds': '2'}, {'price': '$1,914+', 'beds': '3'}]",,,
30.389957_rrc2*-rrc_97.64726,30.389957_rrc2*-rrc_97.64726,2f5qm16y1phv0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=30.389957427978516,-97.64726257324219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=HynzeCQN24d1gcyrccVpl6Ny3Ac=",,/b/altair-tech-ridge-austin-tx-BSstQ6/,FOR_RENT,Altair Tech Ridge,,,,"12408 Dessau Rd, Austin, TX",12408 Dessau Rd   # 4109,Austin,TX,78754,,,,,"{'latitude': 30.389957, 'longitude': -97.64726}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Altair Tech Ridge,True,True,2391673099.0,"[{'price': '$1,480+', 'beds': '1'}, {'price': '$1,945+', 'beds': '2'}, {'price': '$2,390+', 'beds': '3'}]","https://maps.googleapis.com/maps/api/streetview/metadata?location=30.389957427978516,-97.64726257324219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=tZ0q4Xl5iiK83QcKrZb2Rr8xGA4=","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=30.389957427978516,-97.64726257324219&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xB5HKDCpMaJZuRUeQXi2i9ybamU=",
30.233595_rrc2*-rrc_97.72718,30.233595_rrc2*-rrc_97.72718,29mqpdpy41ew5,https://photos.zillowstatic.com/fp/f6d87ce3b7a3f33f21c9d3bb1ed6fc22-p_e.jpg,True,/b/altura-austin-tx-5XhswJ/,FOR_RENT,Altura Apartments (Old),,,,"1911 Willow Creek Dr, Austin, TX",1911 Willow Creek Dr   # 1-206,Austin,TX,78741,,,,,"{'latitude': 30.233595, 'longitude': -97.72718}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Altura Apartments (Old),True,True,1001413700.0,"[{'price': '$1,151+', 'beds': '1'}, {'price': '$1,580+', 'beds': '2'}]",,,
30.46888_rrc2*-rrc_97.81171,30.46888_rrc2*-rrc_97.81171,3dd7hyp8ze1n7,https://photos.zillowstatic.com/fp/42fcaa000b17026c6018caedd9824fa4-p_e.jpg,True,/b/arella-lakeline-cedar-park-tx-65fZXd/,FOR_RENT,Arella Lakeline,,,,"12700 Ridgeline Blvd, Cedar Park, TX",12700 Ridgeline Blvd Apt 16106,Cedar Park,TX,78613,,,,,"{'latitude': 30.46888, 'longitude': -97.81171}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Arella Lakeline,True,True,1151028700.0,"[{'price': '$1,402+', 'beds': '1'}, {'price': '$1,768+', 'beds': '2'}, {'price': '$2,964+', 'beds': '3'}]",,,
30.244347_rrc2*-rrc_97.72536,30.244347_rrc2*-rrc_97.72536,zzvzrma5jkgk,https://photos.zillowstatic.com/fp/159f6fb27626285111ffcce8d82bd6c3-p_e.jpg,True,/b/the-marlowe-austin-tx-BPVRzX/,FOR_RENT,The Marlowe,,,,"1115 Town Creek Dr, Austin, TX",1115 Town Creek Dr   # 204,Austin,TX,78741,,,,,"{'latitude': 30.244347, 'longitude': -97.72536}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,The Marlowe,True,True,2372209586.0,"[{'price': '$2,062+', 'beds': '1'}, {'price': '$4,514+', 'beds': '2'}, {'price': '$6,580+', 'beds': '3'}]",,,
30.12641_rrc2*-rrc_97.80013,30.12641_rrc2*-rrc_97.80013,1sneddzj4rx7,https://photos.zillowstatic.com/fp/23c23076daf08818d70cfc6181175ba8-p_e.jpg,True,/b/water-oak-austin-tx-C24cTp/,FOR_RENT,Water Oak,,,,"12234 Heatherly Dr, Austin, TX",12234 Heatherly Dr   # 722,Austin,TX,78747,,,,,"{'latitude': 30.12641, 'longitude': -97.80013}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Water Oak,True,True,2542585735.0,"[{'price': '$1,490+', 'beds': '1'}, {'price': '$1,585+', 'beds': '2'}]",,,
30.43161_rrc2*-rrc_97.83859,30.43161_rrc2*-rrc_97.83859,3r3my0gw7hnz1,https://photos.zillowstatic.com/fp/6efe26102a9cfc29ddbab917056de020-p_e.jpg,True,/b/bridge-at-canyon-creek-austin-tx-9mgphR/,FOR_RENT,Bridge at Canyon Creek,,,,"9009 N Fm 620 Rd, Austin, TX",9009 N  FM 620 Rd   Apt 801,Austin,TX,78726,,,,,"{'latitude': 30.43161, 'longitude': -97.83859}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Bridge at Canyon Creek,True,True,2194602123.0,"[{'price': '$1,350+', 'beds': '1'}, {'price': '$1,775+', 'beds': '2'}, {'price': '$2,200+', 'beds': '3'}, {'price': '$2,600+', 'beds': '4'}]",,,
30.422745_rrc2*-rrc_97.67926,30.422745_rrc2*-rrc_97.67926,34dh36ej5m1yg,https://photos.zillowstatic.com/fp/4e961a43da7b5fa34f86deb4e1b0f3e0-p_e.jpg,True,/b/the-amethyst-austin-tx-5Xht4z/,FOR_RENT,The Amethyst,,,,"13401 Metric Blvd, Austin, TX",13401 Metric Blvd Apt 221,Austin,TX,78727,,,,,"{'latitude': 30.422745, 'longitude': -97.67926}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,The Amethyst,True,True,1001414028.0,"[{'price': '$1,490+', 'beds': '1'}, {'price': '$1,915+', 'beds': '2'}]",,,
30.166653_rrc2*-rrc_97.787926,30.166653_rrc2*-rrc_97.787926,3rn64m6g43h0g,https://photos.zillowstatic.com/fp/43f26fa53c0e85f5effe13bf45b1f57f-p_e.jpg,True,/b/bridge-at-asher-austin-tx-C3MVT6/,FOR_RENT,Bridge at Asher,,,,"10505 Interstate Highway 35 Frontage Rd, Austin, TX",10505 Interstate Highway 35 Frontage Rd   # 2016,Austin,TX,78748,,,,,"{'latitude': 30.166653, 'longitude': -97.787926}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Bridge at Asher,False,True,2550100830.0,"[{'price': '$1,369+', 'beds': '1'}, {'price': '$1,579+', 'beds': '2'}, {'price': '$2,269+', 'beds': '3'}]",,,
30.200766_rrc2*-rrc_97.76934,30.200766_rrc2*-rrc_97.76934,3mhy19ryd4cam,https://photos.zillowstatic.com/fp/4e27afe4be69d02cd35b8c00e6c325ba-p_e.jpg,True,/b/agave-at-south-congress-austin-tx-5Xht6Y/,FOR_RENT,Agave at South Congress,,,,"625 E Stassney Ln, Austin, TX",625 E  Stassney Ln   # 5-5206,Austin,TX,78745,,,,,"{'latitude': 30.200766, 'longitude': -97.76934}",,"{'type': 'TIME_ON_INFO', 'text': None}",,False,,,,,0,,False,,,,True,,True,False,Agave at South Congress,True,True,1001414105.0,"[{'price': '$1,399+', 'beds': '1'}, {'price': '$1,649+', 'beds': '2'}, {'price': '$2,269+', 'beds': '3'}]",,,
30.326792_rrc2*-rrc_97.74129,30.326792_rrc2*-rrc_97.74129,25hnntm2zt81n,https://photos.zillowstatic.com/fp/f0d62375b0b76e127f7aaeee5dd9a171-p_e.jpg,True,/b/kensington-court-austin-tx-5XryNC/,FOR_RENT,Kensington Court,,,,"2202 W North Loop Blvd, Austin, TX",2202 W  North Loop Blvd # ELP2200-10,Austin,TX,78756,,,,,"{'latitude': 30.326792, 'longitude': -97.74129}",,"{'type': '3D_HOME', 'text': '3D Tour'}",,False,,,,,0,,True,,,,True,,True,False,Kensington Court,True,True,1002247920.0,"[{'price': '$1,271+', 'beds': '1'}, {'price': '$1,604+', 'beds': '2'}]",,,
